url,name,instructor,enroll,description,skills,relative,rate,time,level,image
https://www.coursera.org/professional-certificates/google-business-intelligence,Google Business Intelligence Professional Certificate,Google Career Certificates,"49,343","Explore the roles of business intelligence (BI) professionals within an organizationPractice data modeling and extract, transform, load (ETL) processes that meet organizational goals Design data visualizations that answer business questionsCreate dashboards that effectively communicate data insights to stakeholders","Business Intelligence,Extraction, Transformation And Loading (ETL),Bigquery,Dashboarding and Reporting,Data Analysis,Data Modeling,Business Analysis,SQL,Tableau Software,Business Process,Sheets,Data Visualization,View all skills","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,2 months at 10 hours a week,Advanced level,
https://www.coursera.org/specializations/ibm-intro-machine-learning,IBM Introduction to Machine Learning Specialization,Xintong Li,"8,374","Understand the potential applications of machine learningGain technical skills like SQL, machine learning modelling, supervised and unsupervised learning, regression, and classification.Identify opportunities to leverage machine learning in your organization or careerCommunicate findings from your machine learning projects to experts and non-experts","Unsupervised Learning,Machine Learning,Machine Learning Regression,Machine Learning Classification,Exploratory Data Analysis",New to Data Analysis? Start here.,4.7,2 months at 10 hours a week,Intermediate level,
https://www.coursera.org/learn/advanced-learning-algorithms,Advanced Learning Algorithms,Andrew Ng,"199,087","Build and train a neural network with TensorFlow to perform multi-class classificationApply best practices for machine learning development so that your models generalize to data and tasks in the real worldBuild and use decision trees and tree ensemble methods, including random forests and boosted trees","Tensorflow,Advice for Model Development,Artificial Neural Network,Xgboost,Tree Ensembles","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.9,34 hours (approximately),Beginner level,
https://www.coursera.org/professional-certificates/analisis-de-datos-de-google,Análisis de Datos de Google Professional Certificate,Google Career Certificates,"91,468","Obtén una experiencia inmersiva en las prácticas y los procesos que utiliza cualquier analista de datos junior o asociado en su trabajo diario.
Aprende destrezas analíticas (limpieza, análisis y visualización de datos) y herramientas clave (hojas de cálculo, SQL, programación en R, Tableau).Aprende a limpiar y organizar los datos y a realizar análisis mediante hojas de cálculo, SQL y programación en R.Aprende a visualizar y presentar los resultados  en tableros, presentaciones y plataformas de visualización de uso común.","Hoja de cálculo,Limpieza de datos,Integridad de datos,SQL,Determinación del tamaño de la muestra,Visualización de Datos (DataViz),Tableau Software,presentación,análisis de datos,R Markdown,Programación en R,Rstudio,Toma de decisiones,Resolución de problemas,Cuestionamiento,Recopilación de datos,Ética de datos,Metadatos,Portfolio de trabajo,Caso práctico,Cálculos en torno a los datos,Agregación de datos,View all skills",New to Data Analysis? Start here.,4.8,6 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/excel,Excel Skills for Business Specialization,Dr Prashan S. M. Karunaratne,"518,942","Be comfortable navigating the Excel user interface, entering, manipulating and formatting data.Use formulas and functions to perform calculations on data. Automate choices and data lookups using functions.Analyze data and present the results in a user-friendly way. Create charts and tables that effectively summarize raw data.Create easy-to-use spreadsheets. Validate data, find and correct errors. Create navigation aids for large workbooks.","Data Validation,Microsoft Excel,Microsoft Excel Macro,Pivot Table",New to Business Essentials? Start here.,4.9,3 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/networks-and-network-security,Connect and Protect: Networks and Network Security,Google Career Certificates,"149,798",Define the types of networks and components of networksIllustrate how data is sent and received over a networkUnderstand how to secure a network against intrusion tacticsDescribe system hardening techniques,"Security Hardening,Network Security,Transmission Control Protocol / Internet Protocol (TCP/IP),Network Architecture,Cloud Networks","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,14 hours (approximately),Beginner level,
https://www.coursera.org/learn/neural-networks-deep-learning,Neural Networks and Deep Learning,Andrew Ng,"1,272,926",,"Artificial Neural Network,Backpropagation,Python Programming,Deep Learning,Neural Network Architecture","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.9,24 hours (approximately),Intermediate level,
https://www.coursera.org/specializations/graphic-design,Graphic Design Specialization,Anther Kiley,"359,369","Gain the fundamental skills needed to be a graphic designerCommunicate through image-making and typographyComplete a capstone project to add to your professional portfolioLearn everything you need to know to work in interface design, motion graphics, and editorial design","Art History,Branding Communication,Visual Communication,Typography,Graphic Design","Open new doors with Coursera PlusUnlimited access to 7,000+ world-class courses, hands-on projects, and job-ready certificate programs - all included in your subscriptionLearn moreAdvance your career with an online degreeEarn a degree from world-class universities - 100% onlineExplore degreesJoin over 3,400 global companies that choose Coursera for BusinessUpskill your employees to excel in the digital economyLearn more",4.7,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/business-analytics,Business Analytics Specialization,Noah Gans,"179,345",Explain how data is used for recruiting and performance evaluationModel supply and demand for various business scenariosSolve business problems with data-driven decision-makingUnderstand the tools used to predict customer behavior,"Customer Analytics,Analytics,Business Analytics,Decision Tree",New to Data Analysis? Start here.,4.6,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/sap-technology-consultant,SAP Technology Consultant  Professional Certificate,Leslie Reynolds,"33,851","Learn key consulting skills most requested by SAP partners worldwide. Understand the global SAP business solutions, products and ecosystem. Gain skills across the whole lifecycle of an SAP implementation and enhance your CV/Resume with practical examples.  Explore planning and project management methodologies such as Waterfall, Agile, DevOps, and Cloud.","Solution design and implementation,Understanding the SAP world and solutions,Business and process analysis,Client engagement and communication,How to launch and develop your SAP career",New to Leadership and Management? Start here.,4.7,7 months at 3 hours a week,Beginner level,
https://www.coursera.org/learn/computer-networking,The Bits and Bytes of Computer Networking,Google Career Certificates,"716,161",,"Domain Name System (DNS),Ipv4,Network Model,Troubleshooting","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.7,27 hours (approximately),Beginner level,
https://www.coursera.org/professional-certificates/arizona-state-university-tesol,Arizona State University TESOL Professional Certificate,Dr. Shane Dixon,"57,930","Learners will master  modern communicative techniques for engaging students in multiple English language learning environments.Learners will  recognize, identify, and use language acquisition theories and principles to develop sound lesson plans.Learners will  deliver lesson plans using interactive and engaging methods.","English Language,English language teaching,EFL,TESOL,ESL","Open new doors with Coursera PlusUnlimited access to 7,000+ world-class courses, hands-on projects, and job-ready certificate programs - all included in your subscriptionLearn moreAdvance your career with an online degreeEarn a degree from world-class universities - 100% onlineExplore degreesJoin over 3,400 global companies that choose Coursera for BusinessUpskill your employees to excel in the digital economyLearn more",4.9,4 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/gcp-cloud-architect,Preparing for Google Cloud Certification: Cloud Architect Professional Certificate,Google Cloud Training,"52,689",Learn the skills needed to be successful in a cloud architect rolePrepare for the Professional Cloud Architect certificationLearn about the infrastructure and platform services provided by Google Cloud Platform,"Load Balancing,Virtual Private Network (VPN),Google Cloud Platform,Autoscaling,Google Compute Engine,Virtual Machine,Network Architecture,Google App Engine (GAE),Cloud Computing,Disaster Recovery,Site Reliability Engineering,Debugging,Cloud Storage,Data Store,View all skills",New to Cloud Computing? Start here.,4.8,1 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/javascript-programming-with-react-node-mongodb,"JavaScript Programming with React, Node &amp; MongoDB Specialization",IBM Skills Network Team,,"Get comfortable with programming concepts using JavaScriptWrite Node.js RESTful APIs using the Express frameworkCreate dynamic, user-friendly front-end web applications with ReactDevelop best practices to deploy, scale, and optimize applications","Node.Js,Mongodb,JavaScript,React,express",New to Software Development? Start here.,,Flexible schedule,2 months at 10 hours a week,
https://www.coursera.org/professional-certificates/cloud-engineering-gcp,Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate,Google Cloud Training,"48,799",Learn the skills needed to be successful in a cloud engineering rolePrepare for the Associate Cloud Engineer certificationLearn about the infrastructure and platform services provided by Google Cloud Platform,"Load Balancing,Virtual Private Network (VPN),Google Cloud Platform,Autoscaling,Google Cloud,Cloud Computing,GCP Infrastructure,GCP ACE Certification,Google Compute Engine,Virtual Machine,Network Architecture,Google App Engine (GAE),Debugging,Cloud Storage,Data Store,View all skills",New to Cloud Computing? Start here.,4.8,1 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/skillup-edtech-modern-project-management,Modern Project Management Specialization,Daniel C. Yeomans,,"Master the most up-to-date concepts, tools, principles, and language project managers use every dayLearn how to manage projects, including addressing difficult client situations and how activities shift throughout the project management lifecycleNavigate communications, conversations, and leadership situations in a more effective way to better guide projectsWork on practical projects to build a portfolio that showcases your proficiency to employers while preparing for the CAPM certification exam","Project Management,Risk Management,Systems Development Life Cycle,Information sharing,Leadership,Business Analysis,agile,PMI-CAPM,Communication,Stakeholder Management,Project Planning,Project initiation,View all skills",New to Leadership and Management? Start here.,4.7,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/gcp-architecture,Architecting with Google Compute Engine Specialization,Google Cloud Training,"79,564",,"Google Compute Engine,Virtual Machine,Google Cloud Platform,Network Architecture,Load Balancing,Virtual Private Network (VPN),Autoscaling,Debugging,Cloud Storage,Data Store,Disaster Recovery,Cloud Computing,Site Reliability Engineering,Google App Engine (GAE),View all skills",New to Cloud Computing? Start here.,4.7,1 months at 10 hours a week,Intermediate level,
https://www.coursera.org/professional-certificates/gestion-de-proyectos-de-google,Gestión de Proyectos de Google Professional Certificate,Google Career Certificates,"72,671","Comprende en detalle las prácticas y habilidades necesarias para tener éxito en un puesto de gestión de proyectos de nivel básico.
Aprende a crear documentación y artefactos efectivos a lo largo de las distintas fases de un proyecto.Conoce los fundamentos de la metodología Agile y las funciones de Scrum.
Ejercita la comunicación estratégica, la resolución de problemas y la gestión de las partes interesadas en situaciones del mundo real.","Estatuto del proyecto,Redacción de negocios,Pensamiento estratégico,Gestión de proyectos,Gestión de los interesados,Gestión de riesgos,Gestión de calidad,Ejecución del proyecto,Estimación de tareas,Adquisiciones,Planificación de Proyectos,desarrollo profesional,gestión de cambios,Cultura de la organización,Resolución de problemas,Comunicación efectiva,Asesoramiento,Gestión con la metodología Agile,Influencia,Scrum,View all skills",New to Leadership and Management? Start here.,4.9,6 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/introduction-psychology,Introduction to Psychology,,,,"Critical Thinking,Problem Solving,analytical thinking,abstract thinking,reasoning","Learner reviewsShowing 3 of 274484.927,448 reviews5 stars87.34%4 stars11.39%3 stars0.85%2 stars0.13%1 star0.26%AAR5Reviewed on Jun 27, 2020This was my second course using this site, and with Professor Bloom, and once again it was great. I've genuinely learnt a lot, and I've found a new love for psychology I never would have found before.SSS5Reviewed on Aug 5, 2020Professor Bloom has quite engaging style of teaching and the animations in this course provided nice visual reference.Overall, it's a nice course if you want to learn basic introduction of psychology.AAD5Reviewed on Oct 22, 2020With this course i finally experienced what a proper teacher should be like.Thank you for making the information so interesting and hard to forget. The drawings and sound were pretty resourceful.View more reviews",,,,
https://www.coursera.org/specializations/leading-modern-day-business,Leading the Modern Day Business Specialization,Michael Lenox,"45,723","How to utilize BCG's digital transformation framework as a ""how-to"" for digitizing your organizationWhat design thinking is and when to use itInstrument relevant, actionable analytics into your product programHow to take the many ideas you generate and determine which ones are likely to produce specific, desired outcomes","Storytelling,Marketing,Innovation,Business Strategy,Leadership And Management",New to Leadership and Management? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/materiality-esg-factors,The Materiality of ESG Factors Specialization,Christopher Geczy,"14,897",,"ESG,Finance,Climate Change,Investment,social activism",New to Finance? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant,AWS Cloud Technology Consultant Professional Certificate,Morgan Willis,"8,083","Understand and translate business goals and drivers into appropriate technical solutionsProvide technical direction and oversight to cloud implementation teamsCreate the conceptual, logical and physical design for cloud-based solutions for infrastructure and platformsLearn how to gather technical requirements, assess client capabilities and analyze findings to provide appropriate cloud solution recommendations","Cloud Computing Security,Cloud Management,Problem Solving,Cloud Strategy,Data Management,Cloud Architecture,Interpersonal Communication,teamwork",New to Cloud Computing? Start here.,4.8,4 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/sciwrite,Writing in the Sciences,,,,"Grammar,Writing,Medical Writing,Science Communication","Learner reviewsShowing 3 of 82284.98,228 reviews5 stars89.67%4 stars9.34%3 stars0.59%2 stars0.18%1 star0.20%MMP5Reviewed on Oct 13, 2020This course covers each and every aspect about ""Writing"" - be it a research paper, a recommendation letter, an abstract, and much more. The well organized structure helps to grasp the points faster.SSD5Reviewed on Feb 26, 2020Respected Dr.kristiani sainani madam and coursera.I thank you for the wonderful classes and presentations, it really didn't made me feel that i was learning online course but as in class learning.HHW5Reviewed on Jan 19, 2020a fantastic course! I've recommended it to my colleagues and even my supervisor! Every scientist of today should take this course and perhaps re-read when you want to start writing it! JUST LOVE IT!View more reviews",,,,
https://www.coursera.org/specializations/seo,Search Engine Optimization (SEO) Specialization,Eric Enge,"168,115",Complete a competitive analysis on a webpage  Develop a solid approach for achieving a productive and successful relationship with your client  Create influencer relationships and collaborations and analyze data to see which content gets the most sharesCreate a final report of your findings and recommendations for SEO and present your recommendations to your client,"Search Algorithm,Search Engine Optimization (SEO),Mathematical Optimization,Semantics,Social Media Marketing,Social Media,Content Marketing,Keyword Research,Marketing",New to Marketing? Start here.,4.7,3 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/ciberseguridad-de-google,Ciberseguridad de Google Professional Certificate,Google Career Certificates,"17,065",,"por sus siglas en inglés),SQL,Sistemas de detección de intrusiones (IDS,Linux,Programación con Python,Herramientas de gestión de eventos e información de seguridad (SIEM)",New to Computer Security and Networks? Start here.,4.9,4 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/ibm-product-manager,IBM Product Manager Professional Certificate,John Rofrano,,"Apply key product management skills, tools, and techniques to engage and manage key stakeholders and clientsIdentify product strategy development and implementation methods and best practices to ensure the right product is producedDescribe product development and analysis best practices to effectively manage change and ensure a successful product launchDevelop a working knowledge of Agile and adaptive methodologies used to expedite product solutions to market","Stakeholder Collaboration,Leadership,Product Management,Product Plan,agile",New to Leadership and Management? Start here.,4.6,4 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/the-science-of-well-being,The Science of Well-Being,,,,"Gratitude,Happiness,Meditation,Savoring","Learner reviewsShowing 3 of 370534.937,053 reviews5 stars92.07%4 stars6.76%3 stars0.62%2 stars0.17%1 star0.36%NNN5Reviewed on Mar 31, 2023This course was really interesting! I loved it. The teacher was amazing and very engaging. And it was my first time doing peer-graded assignments, i was scared but i did it and i'm so proud of myself.DDH5Reviewed on Jan 9, 2021presenter is very good .i love her.

the content which i learned here in this course is actually intuitive and i have heard and read from different sources , but here its different.

thank youRead moreDDM5Reviewed on Jan 9, 2021This course has the power enough to change the course of your life. It can be a journey from misery to well being, if you follow the instructions given in this program. A must must must attend course.View more reviews",,,,
https://www.coursera.org/learn/data-preparation,Prepare Data for Exploration,Google Career Certificates,"688,479",Explain what factors to consider when making decisions about data collection.Discuss the difference between biased and unbiased data.Describe databases with references to their functions and components.Describe best practices for organizing data.,"Data Collection,Spreadsheet,Metadata,SQL,Data Ethics","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,25 hours (approximately),Beginner level,
https://www.coursera.org/specializations/positivepsychology,Foundations of Positive Psychology  Specialization,"Martin E.P. Seligman, Ph.D.","65,116",Master strategies and tools that enable individuals and organizations to thrive. Discover key theories and research in the field of positive psychology as well as opportunities for application. Apply key concepts from Positive Psychology to your personal and professional life.,"Gratitude,goal setting,Research Methodology,Resilience",New to Business Essentials? Start here.,4.8,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst,Tableau Business Intelligence Analyst  Professional Certificate,Tableau Learning Partner Instructor,"11,215","Gain the essential skills necessary to excel in an entry-level Business Intelligence Analytics role.Learn to use Tableau Public to manipulate and prepare data for analysis.Craft and dissect data visualizations that reveal patterns and drive actionable insights.Construct captivating narratives through data, enabling stakeholders to explore insights effectively.","Data Analysis,Presentation Skills,Reporting Skills,data visualizations,Tableau Software,Data Management",New to Data Analysis? Start here.,4.8,8 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/stanford-statistics,Introduction to Statistics,,,,,"Learner reviewsShowing 3 of 27454.62,745 reviews5 stars71.04%4 stars19.86%3 stars5.25%2 stars2.06%1 star1.77%MMP5Reviewed on Apr 7, 2023Greetings, don't be tired, thank you dear professor for your efforts in the courses I hope you are healthy and happy. Mohammad Pakzad from IranThank you for read my textSSP5Reviewed on Feb 22, 2023The topics were explained very well by the instructor. Statistics can be intimidating but the professors way of teaching with examples made it easier to understand.AAB5Reviewed on May 24, 2023The lectures were clear and thorough, with a good amount of examples. The quizzes were excellent, and I learned a lot from the feedback. One of the best Coursera courses I have ever taken!View more reviews",,,,
https://www.coursera.org/specializations/tesol,"TESOL Certificate, Part 1: Teach English Now! Specialization",Dr. Shane Dixon,"77,914","Understand basic modes of language learningDesign lesson plans and learning activitiesApply best practices for teaching listening, speaking, and pronunciationMaintain control of a classroom and avoid teacher burnout","Education,Online Learning","Open new doors with Coursera PlusUnlimited access to 7,000+ world-class courses, hands-on projects, and job-ready certificate programs - all included in your subscriptionLearn moreAdvance your career with an online degreeEarn a degree from world-class universities - 100% onlineExplore degreesJoin over 3,400 global companies that choose Coursera for BusinessUpskill your employees to excel in the digital economyLearn more",4.9,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/attract-and-engage-customers,Attract and Engage Customers with Digital Marketing,Google Career Certificates,"216,766",Recognize strategies to build brand awareness among potential customersExplain the purpose of SEO (search engine optimization) and essential SEO termsOptimize website content for SEOUnderstand search engine marketing (SEM) and how it benefits businesses,"Search Engine Optimization (SEO),Google,Search Engine Marketing,Customer Awareness,Website Structure","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,21 hours (approximately),Beginner level,
https://www.coursera.org/specializations/construction-management,Construction Management Specialization,"Ibrahim Odeh, Ph.D., MBA","57,590","Major construction management fundamentals, key project scheduling techniques, types of cost estimates and monitoring project cash flow","Schedule,Finance,Cost Control,Real Estate finance,Cost Estimate",New to Leadership and Management? Start here.,4.8,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/what-is-datascience,What is Data Science?,Rav Ahuja,"908,425",Define data science and its importance in today’s data-driven world.Describe the various paths that can lead to a career in data science. Summarize  advice given by seasoned data science professionals to data scientists who are just starting out.Explain why data science is considered the most in-demand job in the 21st century.,"Data Science,Big Data,Machine Learning,Deep Learning,Data Mining","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.7,11 hours (approximately),Beginner level,
https://www.coursera.org/learn/project-planning-google,Project Planning: Putting It All Together,Google Career Certificates,"379,490","Describe the components of the project planning phase and their significance.Identify tools and best practices to build a project plan and risk management plan. Describe how to estimate, track, and maintain a budget.Draft a communication plan and explain how to manage it.","Procurement,Risk Management,Strategic Thinking,Task Estimation,Project Planning","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,29 hours (approximately),Beginner level,
https://www.coursera.org/specializations/aws-fundamentals,AWS Fundamentals Specialization,Morgan Willis,"25,600",,"AWS Identity and Access Management,Networking on AWS,Cloud Computing,AWS Management Console,aws security,Software Architecture,Data Analysis,Data Visualization,AWS Account Management",New to Cloud Computing? Start here.,4.6,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect,AWS Cloud Solutions Architect  Professional Certificate,Morgan Willis,"42,938","Make informed decisions about when and how to apply key AWS Services for compute, storage, database, networking, monitoring, and security.Design architectural solutions, whether designing for cost, performance, and/or operational excellence, to address common business challenges.Create and operate a data lake in a secure and scalable way, ingest and organize data into the data lake, and optimize performance and costs.Prepare for the certification exam, identify your strengths and gaps for each domain area, and build strategies for identifying incorrect responses.","Data Lakes,AWS Management Console,AWS Certification Preparation,Cloud Architecture,Architecting on AWS",New to Cloud Computing? Start here.,4.8,2 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/google-cloud-database-engineer,Google Cloud Database Engineer Specialization,Google Cloud Training,"4,046","Learn the skills needed to be successful in a cloud database engineer rolePrepare for the Professional Cloud Database Engineer certification examLearn how to plan, execute, test, and monitor enterprise database migrations to Google CloudMigrate and manage Cloud SQL, Cloud Spanner, and Bigtable databases","Database (DBMS),Google Cloud Platform,MySQL,Cloud Platforms,Cloud Storage,Node.Js,Cloud Computing Security,Postgresql,cloud sql,Dataflow,Data Management,SQL Operations,Google Compute Engine,Google App Engine (GAE),Cloud Computing,Kubernetes,View all skills",New to Cloud Computing? Start here.,4.8,1 months at 10 hours a week,Intermediate level,
https://www.coursera.org/professional-certificates/certificado-de-carrera-de-google-marketing-digital-e-e-commerce,Google Marketing Digital e E-Commerce Professional Certificate,Google Career Certificates,"26,852","Aprende los fundamentos del marketing digital y comercio electrónico y adquiere las habilidades necesarias para conseguir un trabajo de nivel inicialAtrae clientes e interactúa con ellos y ellas a través de canales de marketing digital, como la búsqueda y el correo electrónicoMide el rendimiento de los esfuerzos de marketing a través de analítica y datosCrea tiendas de comercio electrónico, analiza el rendimiento de los esfuerzos en línea y aumenta la fidelidad de tus clientes","Optimización de motores de búsqueda (SEO),Marketing por correo electrónico,Publicidad gráfica,Marketing,Comercio electrónico",New to Marketing? Start here.,4.9,4 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/data-structures-algorithms,Data Structures and Algorithms Specialization,Michael Levin,"325,771","Play with 50 algorithmic puzzles on your smartphone to develop your algorithmic intuition!  Apply algorithmic techniques (greedy algorithms, binary search, dynamic programming, etc.) and data structures (stacks, queues, trees, graphs, etc.) to solve 100 programming challenges that often appear at interviews at high-tech companies. Get an instant feedback on whether your solution is correct.Apply the newly learned algorithms to solve real-world challenges: navigating in a Big Network  or assembling a genome of a deadly pathogen from millions of short substrings of its DNA.Learn exactly the same material as undergraduate students in “Algorithms 101” at top universities and more! We are excited that students from various parts of the world are now studying our online materials in the Algorithms 101 classes at their universities. Here is a quote from the website of Professor Sauleh EetemadiOpens in a new tab from Iran University of Science and Technology: “After examining syllabus and course material from top universities including StanfordOpens in a new tab, PrincetonOpens in a new tab and MITOpens in a new tab we have chosen to follow the Data Structures and Algorithms SpecializationOpens in a new tab from UCSD...due to excellent course material and its practical approach.”If you decide to venture beyond Algorithms 101, try to solve more complex programming challenges (flows in networks, linear programming, streaming algorithms, etc.) and complete an equivalent of a graduate course in algorithms!","Software Testing,Data Structure,Computer Programming,Algorithms,Debugging",New to Algorithms? Start here.,4.6,5 months at 10 hours a week,Intermediate level,
https://www.coursera.org/learn/introduction-to-data-analytics,Introduction to Data Analytics,Rav Ahuja,"444,967","Explain what Data Analytics is and the key steps in the Data Analytics processDifferentiate between different data roles such as Data Engineer, Data Analyst, Data Scientist, Business Analyst, and Business Intelligence AnalystDescribe the different types of data structures, file formats, and sources of dataDescribe the data analysis process involving collecting, wrangling, mining, and visualizing data","Data Science,Spreadsheet,Data Analysis,Microsoft Excel,Data Visualization","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,10 hours (approximately),Beginner level,
https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,Preparing for Google Cloud Certification: Cloud DevOps Engineer Professional Certificate,Google Cloud Training,"34,524","Learn the skills needed to be successful in a cloud devops engineering rolePrepare for the Google Cloud Professional Cloud DevOps Engineer certification examTechniques for monitoring, troubleshooting, and improving infrastructure and application performance in Google Cloud guided by principles of SRE. Understand the purpose and intent of the Professional Cloud DevOps Engineer certification and its relationship to other Google Cloud certifications","SRE Culture,Business Value,Organizational Culture,Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,Continuous Delivery,Kubernetes,Jenkins (Software),Disaster Recovery,Site Reliability Engineering,View all skills",New to Cloud Computing? Start here.,4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/reinforcement-learning,Reinforcement Learning Specialization,Adam White,"49,433","Build a Reinforcement Learning system for sequential decision making.Understand the space of RL algorithms (Temporal- Difference learning, Monte Carlo, Sarsa, Q-learning, Policy Gradients, Dyna, and more).Understand how to formalize your task as a Reinforcement Learning problem, and how to begin implementing a solution.  Understand how RL fits under the broader umbrella of machine learning, and how it complements deep learning, supervised and unsupervised learning","Function Approximation,Artificial Intelligence (AI),Reinforcement Learning,Machine Learning,Intelligent Systems",New to Machine Learning? Start here.,4.8,2 months at 10 hours a week,Intermediate level,
